node,lat,lon
10168051237,12.7640155,78.6477193
10168051256,12.7650095,78.6423871
10168051300,12.7641988,78.6342365
10168051309,12.7468779,78.6314973
10752369732,12.6815831,78.6186952
10752369734,12.683105,78.6190331
10752369738,12.6817651,78.6207658
10752369739,12.6814877,78.6207015
10752369740,12.6827752,78.6216241
10752369741,12.6823722,78.6215061
10752369742,12.6820216,78.6213666
10752369746,12.6813882,78.6211145
10752369750,12.679661,78.621261
10752369751,12.6794726,78.6225683
10752369754,12.6804514,78.6215895
10752369755,12.6800588,78.6235392
10752369757,12.6806607,78.6216859
10752369758,12.6806136,78.6241293
10752369761,12.6810794,78.6218787
10752369763,12.6815557,78.6221253
10752369767,12.6826549,78.6205459
10752369770,12.683194,78.6197251
10752369773,12.6829375,78.6205506
10752369775,12.6818331,78.6203635
10752369776,12.6815191,78.6203099
10752369777,12.6821838,78.6208999
10752369780,12.6830788,78.6207873
10752369783,12.6840626,78.623035
10752369784,12.6837643,78.6228258
10752369785,12.6834713,78.6226219
10752369787,12.6841411,78.6213559
10752369788,12.6838324,78.6219943
10752369789,12.6832201,78.622992
10752369794,12.684094,78.6222249
10752369795,12.6836701,78.6218923
10752369799,12.6834137,78.6213881
10752369803,12.6844028,78.6207336
10752377551,12.6813935,78.6246872
10752377552,12.6814615,78.6245209
10752377560,12.6819797,78.6230779
10752377561,12.6821669,78.6225629
10752377567,12.6824193,78.6233139
10752377571,12.6829907,78.6245317
10752377572,12.6825244,78.6244029
10752377573,12.6829013,78.6260391
10752377575,12.682739,78.6258889
10752377576,12.6849209,78.6241454
10752377579,12.6841238,78.6260285
10752377581,12.6835393,78.6269992
10752377582,12.6837172,78.6272621
10752377585,12.6843513,78.6264037
10752377589,12.6838271,78.6276012
10752377590,12.6863233,78.6268973
10752377593,12.6845273,78.6265164
10752377599,12.6892225,78.6268061
10752377602,12.6895574,78.62701
10752385706,12.6855698,78.6190203
10752385708,12.684026,78.6206049
10752385710,12.6842824,78.620047
10752385711,12.6837277,78.6205083
10752385713,12.683315,78.6201958
10752385715,12.6838795,78.6195964
10752385716,12.6839789,78.61987
10752385717,12.6854075,78.6188666
10752385719,12.6846173,78.6198002
10752385720,12.6858314,78.6192681
10752385721,12.6854337,78.6199343
10752385722,12.6859047,78.615278
10752385723,12.6855436,78.6162221
10752385725,12.6852715,78.6171126
10752385726,12.6850412,78.6177403
10752385727,12.684968,78.6178958
10752385728,12.6847796,78.6183093
10752385729,12.6842929,78.6176276
10752385730,12.6844133,78.6147791
10752385740,12.6844917,78.6142909
10752385742,12.6846435,78.6139101
10752385743,12.6847953,78.613497
10752385744,12.6848005,78.6132717
10752385746,12.6848424,78.6121344
10752385752,12.6846226,78.6120111
10752385753,12.6850046,78.6121452
10752385756,12.6852296,78.6113293
10752385759,12.6833405,78.6103159
10752385764,12.6858733,78.611517
10752385767,12.6852715,78.61075
10752385769,12.6832253,78.6116409
10752385772,12.683262,78.6102408
10752385775,12.6832986,78.6085296
10752385777,12.68333,78.6080897
10752385779,12.6831723,78.6095878
10752385780,12.683016,78.6074298
10752385783,12.6825502,78.6072206
10752385784,12.6824979,78.606931
10752385787,12.6823618,78.6063248
10752385790,12.6832149,78.6055523
10752385791,12.6804723,78.6067915
10752385793,12.6811056,78.6068666
10752385794,12.6816761,78.6069095
10752385795,12.6821315,78.6069202
10752385796,12.681561,78.608138
10752385798,12.6817023,78.6065501
10752385799,12.6817285,78.6062014
10752385803,12.6819012,78.6054718
10752385804,12.682053,78.608551
10752385807,12.6811737,78.6065018
10752385812,12.6809015,78.6061692
10752393720,12.6782531,78.609817
10752393722,12.6783683,78.6100638
10752393724,12.6786352,78.6107399
10752393725,12.6787085,78.6109757
10752393726,12.6790173,78.6118984
10752393727,12.6792371,78.61251
10752393729,12.6798128,78.6140656
10752393731,12.6780542,78.6095112
10752393732,12.6785515,78.6099994
10752393736,12.6775413,78.6099726
10752393738,12.679101,78.6098063
10752393739,12.6796872,78.6102354
10752393745,12.679368,78.6109221
10752393748,12.6794098,78.6118126
10752393749,12.6798495,78.6118448
10752393750,12.6803572,78.6118555
10752393753,12.680823,78.6124456
10752393756,12.6803467,78.610965
10752393757,12.6798652,78.612408
10752393760,12.6800902,78.6139423
10752393761,12.6803624,78.6124241
10752393763,12.6815348,78.6124992
10752393764,12.6818384,78.612451
10752393769,12.6826653,78.6127621
10752393772,12.6829951,78.6128747
10752393775,12.6803101,78.6139208
10752393776,12.6803153,78.6144948
10752393777,12.6795118,78.6142707
10752393779,12.6805822,78.6137129
10752393781,12.6816709,78.6130035
10752393785,12.6818645,78.6137116
10752393789,12.6826549,78.6138845
10752393793,12.6825502,78.6143565
10752393797,12.6820687,78.6163413
10752393798,12.6818959,78.6144476
10752393800,12.6815348,78.6159331
10752393801,12.6813359,78.6145066
10752393804,12.6805735,78.6162679
10752398407,12.6777768,78.6198372
10752398408,12.6786038,78.6183465
10752398409,12.6775576,78.6189634
10752398410,12.6779966,78.6187724
10752398412,12.6783211,78.6181641
10752398413,12.6771906,78.6173851
10752398416,12.6766355,78.6187542
10752398417,12.6784991,78.6149839
10752398419,12.6766565,78.6147265
10752398420,12.6786457,78.6141391
10752398421,12.6784154,78.6155738
10752398423,12.6769393,78.6154237
10752398427,12.6795201,78.6156489
10752398429,12.6775361,78.6131376
10752398433,12.6771644,78.6123866
10752398435,12.677535,78.6121989
10752398439,12.6765364,78.6123491
10752398440,12.6765259,78.6107076
10752398442,12.6765311,78.6111582
10752398443,12.6765416,78.6116839
10752398444,12.6765416,78.611995
10752398448,12.676081,78.6125905
10752398451,12.6754006,78.6128533
10752398452,12.675097,78.6127568
10752398456,12.6748825,78.6138182
10752398457,12.6760444,78.6119789
10752398463,12.674214,78.6123866
10752398464,12.6738409,78.6124134
10752398472,12.6754268,78.6111152
10752398476,12.6741775,78.6112547
10752398479,12.6724382,78.6114586
10752398483,12.6741777,78.6108846
10752398486,12.6730034,78.611067
10752398487,12.6724382,78.6110992
10752398488,12.6755943,78.6104179
10752398493,12.6741908,78.6104876
10752398494,12.6755995,78.610096
10752398495,12.6756518,78.6094898
10752398496,12.679753,78.6096349
10752398923,12.6780176,78.6106485
10752398928,12.6775413,78.609758
10752398929,12.6768766,78.6120218
10752398934,12.6768347,78.6111689
10752398939,12.6759031,78.6111421
10752398940,12.6762276,78.6111421
10752398943,12.6762328,78.6100102
10752398948,12.675589,78.6111045
10752398952,12.6752802,78.6095703
10752398953,12.6745475,78.6100906
10752398954,12.6741961,78.6101121
10752398957,12.6724306,78.6101067
10752398959,12.6714077,78.6101393
10752398961,12.6730244,78.6104856
10752398962,12.671793,78.6111903
10752398963,12.6720599,78.611201
10752398964,12.6724366,78.6112064
10752398966,12.6717944,78.610493
10752398967,12.6714012,78.6100262
10752398968,12.6708405,78.610053
10752398969,12.6718558,78.6077356
10752398971,12.6709504,78.6073029
10752398973,12.6714267,78.6063569
10752398975,12.6712801,78.607354
10752398976,12.6716674,78.6066413
10752398977,12.6719657,78.6073976
10752398979,12.6720547,78.6065232
10752398981,12.6720023,78.606137
10752398982,12.6719814,78.605799
10752398984,12.6718977,78.605166
10752398985,12.671861,78.6048227
10752398986,12.6718401,78.6044901
10752398987,12.6718087,78.6041522
10752398988,12.6717721,78.6038249
10752398989,12.6715746,78.6051866
10752398992,12.672836,78.6049944
10752398993,12.6729145,78.6051446
10752398995,12.6721503,78.606077
10752398996,12.6723388,78.6059429
10752398997,12.6728988,78.6054977
10752398998,12.6730662,78.6052948
10752398999,12.6725167,78.6062218
10752399002,12.67315,78.6057176
10752401413,12.6711297,78.601985
10752401415,12.6714856,78.6024946
10752401417,12.6719252,78.6032885
10752401419,12.6721817,78.6037713
10752401420,12.6723597,78.6041039
10752401421,12.6725114,78.6044151
10752401422,12.6726894,78.6047369
10752401425,12.6712763,78.6052134
10752401428,12.670643,78.6048915
10752401430,12.6706325,78.6045697
10752401432,12.670465,78.6039475
10752401437,12.671606,78.6058034
10752401439,12.6710198,78.6026547
10752401441,12.6712606,78.6034379
10752401444,12.6707424,78.603572
10752401445,12.6715024,78.608433
10752401455,12.6730244,78.6093664
10752401457,12.6724245,78.609345
10752401460,12.6714091,78.6093289
10752401462,12.6706848,78.6092913
10752401463,12.6707842,78.6097044
10752401465,12.6713944,78.6096735
10752401475,12.6714734,78.6086154
10752401477,12.6720547,78.6086261
10752401478,12.6748668,78.6152328
10752401479,12.6749348,78.6148059
10752401480,12.6744009,78.6157662
10752401481,12.6745475,78.6151693
10752401484,12.6753483,78.616524
10752401485,12.6752024,78.6172199
10752401486,12.6774409,78.617541
10752401487,12.6776081,78.6176683
10752403499,12.6939689,78.6094147
10752403501,12.6938904,78.6084866
10752403502,12.693859,78.6102032
10752403718,12.69287,78.6284154
10752403743,12.6906459,78.6302074
10752403746,12.6905517,78.630894
10752403755,12.693388,78.6342466
10752403759,12.6847325,78.6234856
10752403760,12.684319,78.6235768
10752403765,12.6834085,78.6253576
10752403768,12.6835326,78.6254719
10752403769,12.6845074,78.6236626
10752403773,12.684094,78.6246818
10752403778,12.6856064,78.6234588
10752403783,12.6863443,78.6238611
10752403790,12.6867943,78.6253256
10752403798,12.6889922,78.6256689
10752403807,12.6892853,78.6256742
10752403809,12.6899865,78.6226058
10752403810,12.6894475,78.6225521
10752403812,12.6887096,78.6225146
10752403816,12.6894737,78.6258621
10752403819,12.6908081,78.6266453
10752403827,12.6919175,78.6271871
10752403828,12.6865536,78.6199987
10752403829,12.6869461,78.6203688
10752403830,12.6875269,78.6209804
10752403833,12.6867943,78.6196768
10752403834,12.6851825,78.6181641
10752403837,12.6843504,78.6195213
10752403838,12.6854023,78.6178743
10752403839,12.6851197,78.6143821
10752403840,12.6854808,78.6148488
10752403841,12.6858419,78.6152082
10752403844,12.6864332,78.6158788
10752403849,12.685036,78.6160022
10752403850,12.6845441,78.615337
10752403852,12.6849156,78.6159646
10752403854,12.6858628,78.6163079
10752403855,12.6862239,78.616383
10752403856,12.6860146,78.6172199
10752403861,12.6859152,78.6175203
10752403863,12.6846697,78.6170482
10752403865,12.6841254,78.6134755
10752403869,12.6889609,78.6134963
10752403872,12.6884951,78.611576
10752403873,12.6882596,78.611678
10752403876,12.6894737,78.6109109
10752403879,12.6895993,78.61016
10752403880,12.689751,78.6098063
10752403881,12.6899604,78.6093503
10752403884,12.6902325,78.6088032
10752403885,12.6904156,78.608315
10752403886,12.6905674,78.6077625
10752403887,12.6906564,78.6072421
10752403888,12.6907506,78.6067218
10752403889,12.6908134,78.6062604
10752403890,12.6908866,78.6057562
10752403892,12.690914,78.6054417
10752403893,12.6909291,78.6052995
10752403894,12.6909625,78.6051151
10752403895,12.6909703,78.6049837
10752403897,12.6910122,78.6047852
10752403899,12.6912058,78.6028219
10752403903,12.6913628,78.601808
10752403906,12.6918757,78.601867
10752403909,12.6930096,78.6020494
10752403910,12.6923519,78.6074567
10752403913,12.689458,78.6071509
10752403915,12.6892853,78.6065608
10752403917,12.6893062,78.6063999
10752403918,12.692017,78.6079127
10752403923,12.6896882,78.6076069
10752403924,12.6893847,78.6075425
10752403925,12.6919594,78.60861
10752403927,12.6913942,78.6084974
10752403930,12.6895888,78.6081755
10752403931,12.6892696,78.6081112
10752403932,12.6917239,78.6091411
10752403934,12.6906982,78.6089158
10752403936,12.689526,78.608669
10752403937,12.6905674,78.6102998
10752403939,12.6905831,78.6099082
10752403941,12.6885622,78.6259496
10752407619,12.6800379,78.6018592
10752407636,12.6843975,78.6046189
10752407637,12.684476,78.6042756
10752407639,12.6842615,78.6042756
10752407641,12.6845284,78.6039214
10752407642,12.6845284,78.6036746
10752407643,12.6845284,78.60346
10752407653,12.6848424,78.6043077
10752407655,12.685172,78.6043292
10752407669,12.6894527,78.605016
10752407674,12.6848633,78.6039375
10752407675,12.6848842,78.6034815
10752407676,12.6847639,78.6047316
10752407677,12.6850412,78.6048389
10752407678,12.6841254,78.6036478
10752407680,12.6838638,78.6040019
10752407685,12.6839632,78.6026606
10752407686,12.6839056,78.6035459
10752407687,12.6841202,78.6033205
10752407688,12.689526,78.6047316
10752407689,12.689547,78.6045599
